EmployeeID,Age,Gender,Department,Tenure,PerformanceScore,JobSatisfaction,EngagementScore,TrainingHours,PromotionLastYear,Turnover
8318,55,F,Finance,4,3.8,4.1,1.5,92,Yes,1
8319,33,M,Marketing,4,4.1,1.5,4.1,35,Yes,0
8320,55,F,IT,7,4.5,1.9,4.3,78,Yes,0
8321,36,M,Marketing,8,4.0,1.0,2.8,52,No,1
8322,50,M,Sales,6,3.3,3.2,3.5,16,Yes,0
8323,33,F,Sales,6,1.6,2.6,4.1,66,Yes,1
8324,21,M,Finance,7,3.6,2.1,1.7,1,No,1
8325,63,M,Sales,5,1.4,1.8,1.2,60,Yes,1
8326,25,M,IT,3,2.9,4.9,3.9,15,Yes,1
8327,43,M,Finance,5,2.0,3.4,2.1,21,Yes,0
8328,61,F,Sales,4,2.4,4.5,3.0,94,Yes,1
8329,63,F,Marketing,3,2.9,4.8,3.5,1,Yes,0
8330,25,F,Finance,1,4.7,3.2,1.4,98,Yes,1
8331,38,M,Sales,6,2.3,1.6,3.6,44,No,1
8332,44,F,Sales,5,2.1,4.8,3.3,44,Yes,1
8333,55,M,IT,1,1.2,1.3,3.3,50,Yes,0
8334,24,F,Sales,2,2.3,1.2,1.3,72,Yes,1
8335,44,F,Marketing,2,1.5,4.1,2.2,80,No,0
8336,59,F,HR,6,1.5,3.5,5.0,44,Yes,0
8337,38,M,Finance,4,3.0,4.9,3.1,80,Yes,0
8338,38,M,IT,6,2.0,4.0,2.1,11,No,1
8339,31,M,Finance,6,4.0,2.6,3.0,91,No,0
8340,31,F,IT,5,3.8,3.9,4.1,57,Yes,0
8341,24,F,Finance,9,4.5,1.3,2.7,8,Yes,1
8342,62,F,HR,3,2.8,4.9,3.3,57,Yes,1
8343,32,F,IT,7,1.9,2.5,2.7,71,No,1
8344,56,M,HR,7,2.2,3.6,4.7,18,No,1
8345,23,F,Finance,1,3.7,1.1,3.3,49,Yes,1
8346,36,F,IT,6,3.9,3.0,1.4,28,Yes,0
8347,31,F,HR,2,1.3,4.4,2.4,45,Yes,0
8348,51,F,IT,9,4.5,2.1,1.0,34,No,0
8349,22,M,Marketing,2,2.8,1.3,1.8,85,No,1
8350,54,F,HR,8,1.9,4.8,4.1,68,Yes,0
8351,54,M,IT,7,3.3,4.8,3.3,25,No,0
8352,59,F,IT,4,3.1,4.6,3.4,32,Yes,0
8353,30,F,Marketing,2,4.2,3.6,3.0,52,Yes,0
8354,19,M,Sales,7,2.5,4.4,2.6,99,Yes,1
8355,29,M,Finance,6,4.9,3.3,2.0,73,No,1
8356,27,M,Marketing,6,4.7,3.4,4.5,81,Yes,0
8357,64,F,IT,8,3.2,4.5,4.3,69,Yes,1
8358,33,F,IT,6,2.3,3.9,1.8,26,No,0
8359,61,M,Sales,6,1.3,1.0,4.3,41,No,1
8360,62,M,IT,1,2.0,3.0,4.8,84,No,0
8361,64,M,Marketing,4,3.0,2.3,4.9,81,No,1
8362,28,M,Finance,1,2.5,2.6,2.0,30,Yes,0
8363,52,M,HR,2,1.1,3.0,4.4,51,No,1
8364,35,F,Sales,7,1.5,2.2,3.0,75,Yes,0
8365,55,M,Finance,7,4.2,4.1,2.8,54,No,0
8366,22,M,Marketing,6,3.4,1.9,3.6,67,Yes,0
8367,35,M,HR,1,1.0,4.2,2.2,64,Yes,1
8368,35,F,Sales,9,3.6,4.6,1.1,92,No,0
8369,56,M,Finance,7,3.8,3.2,2.6,29,Yes,1
8370,22,M,Marketing,4,2.6,1.5,1.7,0,No,1
8371,34,M,Finance,3,1.1,2.5,1.6,91,No,1
8372,32,F,HR,2,1.4,2.4,4.2,15,No,1
8373,45,F,IT,2,2.6,4.8,2.1,75,Yes,1
8374,58,F,Marketing,6,1.9,2.8,1.2,23,No,0
8375,35,F,HR,3,2.6,1.7,1.6,23,Yes,1
8376,39,F,Sales,5,1.5,4.7,4.6,5,No,0
8377,30,F,IT,7,4.6,2.3,1.9,78,No,0
8378,40,M,IT,2,3.9,3.4,2.0,71,No,0
8379,56,F,HR,3,1.7,1.3,4.9,42,No,0
8380,27,M,Sales,4,3.1,3.4,4.5,92,Yes,1
8381,27,F,Finance,3,1.4,2.2,3.7,76,No,0
8382,51,M,Marketing,1,3.2,1.5,4.5,47,Yes,1
8383,26,M,Sales,6,2.7,4.2,4.7,6,No,1
8384,40,M,Sales,1,4.9,4.3,1.5,24,Yes,1
8385,32,M,IT,3,4.6,3.7,4.8,69,Yes,1
8386,36,F,HR,8,1.5,2.3,2.7,99,Yes,0
8387,46,F,Marketing,5,4.8,1.4,4.9,56,Yes,1
8388,41,F,Marketing,2,3.3,4.9,1.6,26,Yes,1
8389,49,F,Marketing,6,2.4,2.0,4.5,92,No,1
8390,22,M,HR,5,4.6,2.6,4.9,44,No,1
8391,56,F,Sales,2,2.5,2.1,4.2,91,No,0
8392,34,M,Finance,7,4.8,1.9,1.2,11,No,1
8393,64,M,Sales,1,2.9,2.5,1.4,84,Yes,1
8394,21,F,HR,9,2.0,4.3,3.3,13,Yes,1
8395,34,M,HR,3,2.4,3.7,1.9,94,No,0
8396,26,F,HR,5,1.9,2.5,3.4,59,No,0
8397,47,M,HR,4,2.3,1.7,2.9,28,Yes,1
8398,26,M,Finance,4,2.8,2.3,4.0,99,Yes,1
8399,31,M,HR,9,5.0,1.8,3.1,86,Yes,0
8400,63,M,Finance,3,3.4,2.7,2.9,40,No,1
8401,44,M,HR,8,3.4,1.3,4.7,90,No,0
8402,27,F,IT,3,2.7,2.1,2.9,29,No,1
8403,26,M,Marketing,1,3.2,2.6,1.2,90,Yes,1
8404,47,F,HR,6,2.7,2.4,3.4,89,No,1
8405,27,F,HR,6,4.3,2.3,4.4,58,Yes,0
8406,20,F,Finance,8,2.4,2.3,2.7,24,No,0
8407,30,F,Sales,8,3.2,4.9,2.7,70,No,0
8408,58,M,Marketing,5,3.7,2.5,4.0,22,No,0
8409,18,F,Marketing,9,3.5,2.6,2.1,78,Yes,0
8410,63,F,Finance,8,4.5,2.1,2.7,38,Yes,0
8411,33,F,Sales,6,2.3,2.3,3.1,63,Yes,1
8412,61,F,Finance,2,1.5,1.0,3.6,89,No,0
8413,35,F,IT,8,4.8,2.9,3.4,46,No,1
8414,48,F,IT,5,2.2,4.3,4.2,45,Yes,1
8415,57,M,Sales,2,2.5,2.1,2.6,30,Yes,1
8416,53,M,Sales,6,4.0,4.8,3.6,94,No,0
8417,38,F,HR,2,4.8,4.7,1.7,28,Yes,0
8418,49,M,Sales,4,4.2,2.9,5.0,98,No,0
8419,19,F,Sales,9,2.6,3.2,3.8,80,Yes,1
8420,39,F,IT,4,1.6,1.2,2.8,83,Yes,1
8421,40,M,HR,4,4.4,3.1,4.6,17,No,0
8422,49,M,HR,6,3.6,3.1,3.6,44,Yes,0
8423,43,F,Finance,1,2.3,2.2,4.6,51,No,1
8424,34,F,Sales,4,2.4,1.4,1.3,85,Yes,1
8425,32,F,HR,1,2.7,1.1,2.9,74,No,1
8426,54,M,Marketing,1,3.7,3.7,2.6,84,No,0
8427,43,F,Marketing,4,3.2,4.0,1.2,84,Yes,1
8428,20,F,Marketing,4,1.1,4.2,2.0,92,No,0
8429,37,F,Sales,6,1.9,2.8,3.7,46,Yes,1
8430,26,F,Sales,2,3.1,1.3,2.1,47,Yes,1
8431,23,F,Marketing,5,4.9,4.0,3.4,5,No,1
8432,37,F,IT,1,4.5,3.6,1.0,75,Yes,0
8433,64,F,Finance,6,4.7,4.3,3.4,20,Yes,0
8434,29,M,Marketing,4,4.8,1.4,3.1,76,No,1
8435,47,M,Finance,2,3.9,3.7,4.0,81,Yes,1
8436,64,M,Finance,8,4.4,4.2,2.6,0,No,0
8437,44,F,Sales,7,3.5,3.5,3.4,73,No,1
8438,64,M,Sales,2,2.9,4.6,2.7,44,Yes,1
8439,39,F,Finance,8,4.9,1.5,2.4,12,Yes,1
8440,48,M,IT,4,3.3,1.7,3.9,16,No,0
8441,44,M,Finance,9,2.8,1.0,2.9,50,Yes,0
8442,58,F,HR,3,2.2,4.1,2.4,70,Yes,0
8443,51,F,Sales,5,4.7,3.4,3.3,29,No,1
8444,62,F,IT,3,4.0,2.4,1.7,39,Yes,0
8445,34,M,Marketing,7,1.0,1.6,1.9,78,Yes,1
8446,56,F,Sales,4,4.1,1.3,1.3,96,No,1
8447,36,F,HR,5,3.5,4.8,4.3,93,Yes,1
8448,44,M,Finance,2,4.6,3.3,3.1,90,No,1
8449,41,M,Sales,8,2.5,3.7,3.4,47,Yes,0
8450,43,M,Sales,6,1.4,4.0,2.7,18,Yes,1
8451,49,M,Finance,8,4.0,2.1,3.3,32,No,1
8452,58,F,IT,6,4.9,2.9,2.2,54,No,0
8453,59,F,Marketing,7,3.8,3.0,4.2,27,Yes,0
8454,22,M,IT,5,2.2,3.2,4.8,4,No,0
8455,47,F,Sales,3,4.6,3.8,3.4,17,No,0
8456,40,M,Finance,9,2.7,3.2,2.0,75,No,0
8457,18,F,Sales,1,3.2,1.1,4.9,13,No,1
8458,50,F,IT,7,2.8,1.9,4.3,97,Yes,0
8459,29,M,Marketing,8,4.2,5.0,3.2,6,Yes,0
8460,40,F,Sales,4,2.5,3.2,4.3,82,No,0
8461,18,M,Finance,7,4.6,1.4,1.6,87,Yes,0
8462,63,F,IT,2,4.2,1.9,3.2,90,Yes,1
8463,52,M,Finance,5,4.1,1.9,3.2,71,Yes,0
8464,27,M,Finance,1,3.7,3.7,3.8,69,Yes,1
8465,61,M,IT,2,1.2,4.3,1.5,70,Yes,1
8466,52,F,HR,4,2.7,1.8,2.7,18,Yes,1
8467,54,M,Finance,2,3.9,2.4,2.4,15,No,1
8468,45,F,Sales,9,1.7,4.8,4.9,40,No,1
8469,40,F,Finance,6,3.0,4.9,1.5,32,No,1
8470,37,F,Finance,7,2.8,4.6,4.2,18,Yes,0
8471,53,M,Finance,7,3.7,2.1,2.5,68,Yes,0
8472,58,F,Sales,4,1.1,3.3,3.1,33,Yes,0
8473,40,M,Marketing,8,4.9,4.1,2.2,2,No,1
8474,59,F,Marketing,7,4.7,2.3,1.2,27,Yes,0
8475,64,F,Sales,5,4.6,1.9,4.1,17,No,1
8476,48,F,Marketing,6,1.2,4.0,2.6,53,Yes,0
8477,18,F,Marketing,5,4.7,2.9,3.0,59,No,0
8478,22,F,Finance,5,1.8,3.8,3.1,62,Yes,1
8479,58,F,Marketing,3,4.6,2.2,3.9,83,Yes,0
8480,40,F,HR,8,3.6,2.2,2.6,8,Yes,0
8481,47,M,IT,8,4.3,3.7,4.2,12,No,0
8482,52,M,Finance,7,1.8,4.1,4.4,90,Yes,0
8483,24,F,IT,6,2.7,4.9,3.2,72,No,0
8484,29,M,Sales,3,2.1,3.1,4.7,32,Yes,1
8485,27,F,HR,5,1.4,1.9,2.0,0,Yes,0
8486,26,M,Sales,2,2.3,3.3,2.8,24,No,1
8487,52,F,Finance,1,2.8,5.0,3.6,10,No,0
8488,26,F,Sales,6,1.7,4.5,3.5,85,No,0
8489,43,F,Finance,8,2.2,4.9,1.7,25,No,1
8490,27,M,Finance,5,4.9,3.1,3.2,28,Yes,0
8491,45,F,IT,2,3.9,2.4,3.1,33,Yes,1
8492,39,M,Sales,3,3.2,4.0,2.7,11,No,0
8493,40,M,IT,3,2.0,2.8,1.5,48,No,0
8494,60,M,Finance,8,1.5,2.4,2.8,13,No,0
8495,19,M,IT,7,2.9,4.6,3.3,12,No,0
8496,57,F,Sales,9,3.4,2.5,3.8,37,No,1
8497,57,F,Finance,4,3.1,1.0,4.4,7,No,0
8498,42,M,Sales,2,4.9,3.3,2.5,82,No,1
8499,55,M,Finance,4,1.3,3.9,2.6,19,No,1
8500,51,F,Finance,9,2.3,3.4,3.2,61,Yes,0
8501,34,F,IT,7,1.4,1.4,4.8,35,Yes,0
8502,20,M,HR,4,4.8,4.4,2.4,39,No,0
8503,41,F,IT,4,3.3,4.7,2.3,23,No,0
8504,30,F,Marketing,6,1.5,2.0,4.5,69,No,1
8505,40,F,Sales,3,3.1,1.3,4.7,30,No,1
8506,46,M,HR,5,4.3,2.3,4.3,95,Yes,0
8507,23,M,Sales,3,3.3,3.8,1.3,7,Yes,0
8508,57,F,IT,4,3.1,1.8,3.3,27,Yes,0
8509,40,M,Marketing,4,3.5,2.0,4.2,88,Yes,0
8510,19,F,Marketing,2,2.3,4.6,1.5,41,No,1
8511,39,F,Sales,3,2.5,2.1,4.6,11,Yes,1
8512,18,M,Finance,7,1.8,1.8,3.9,6,No,0
8513,48,M,Finance,9,4.4,1.2,3.1,14,Yes,0
8514,24,F,Finance,9,2.7,1.9,2.9,63,No,0
8515,34,M,IT,4,2.2,3.5,4.6,71,Yes,0
8516,54,F,Sales,4,2.4,1.9,2.5,52,Yes,1
8517,50,M,Sales,4,4.5,3.4,2.9,36,No,0
8518,41,F,HR,1,4.6,1.0,4.1,94,No,0
8519,39,M,Sales,6,4.4,3.2,2.6,24,No,0
8520,23,F,IT,2,3.8,2.3,4.9,57,Yes,0
8521,52,F,IT,2,1.6,2.6,3.0,25,Yes,1
8522,29,M,IT,9,4.8,4.9,1.5,7,No,1
8523,48,M,Marketing,5,3.5,3.4,3.6,81,No,0
8524,36,M,Marketing,9,4.0,4.3,1.7,68,Yes,1
8525,34,F,Sales,2,3.6,4.1,2.6,2,No,1
8526,56,F,HR,5,3.6,1.4,4.7,98,No,1
8527,29,M,IT,6,3.1,3.8,1.5,97,Yes,0
8528,56,M,HR,7,2.8,3.1,1.8,91,Yes,0
8529,24,M,Sales,7,3.6,3.1,2.7,12,No,1
8530,38,F,Sales,4,1.9,1.3,1.9,69,Yes,0
8531,57,F,IT,9,2.8,2.3,3.2,76,Yes,0
8532,46,F,Finance,3,3.7,4.9,4.2,3,No,1
8533,56,F,IT,9,2.9,3.2,3.8,19,No,0
8534,37,M,Finance,8,2.0,2.4,1.5,64,Yes,0
8535,23,M,Sales,3,1.7,5.0,2.5,49,Yes,1
8536,30,M,IT,6,3.7,1.4,2.1,61,Yes,0
8537,19,M,Marketing,3,4.6,1.0,3.6,96,No,1
8538,44,F,IT,6,2.6,1.9,1.4,60,No,0
8539,52,M,HR,9,3.8,4.9,1.9,96,No,0
8540,55,F,IT,8,4.1,3.6,3.6,48,No,0
8541,46,F,Finance,8,2.8,2.3,1.4,31,Yes,0
8542,54,F,Finance,6,2.1,3.5,1.4,29,Yes,1
8543,41,M,Finance,8,4.7,4.0,3.3,72,No,0
8544,38,F,Marketing,7,2.2,1.5,1.4,3,Yes,0
8545,35,M,IT,7,2.4,4.7,2.7,18,No,1
8546,52,M,IT,1,4.3,1.4,2.9,4,Yes,1
8547,37,F,Finance,5,1.6,2.1,4.5,68,Yes,1
8548,52,M,Finance,3,3.3,4.3,3.3,15,No,1
8549,50,M,IT,5,1.2,2.2,1.8,7,Yes,0
8550,18,M,Marketing,4,4.9,2.0,4.9,5,No,1
8551,52,F,Marketing,9,3.1,4.0,3.4,8,Yes,0
8552,31,M,Finance,9,1.5,3.6,4.6,96,No,0
8553,33,F,IT,7,4.5,1.6,3.3,2,Yes,1
8554,39,M,Sales,7,1.8,2.6,3.7,56,No,1
8555,53,F,IT,5,3.2,2.8,1.8,31,Yes,1
8556,22,M,IT,9,1.1,4.9,2.6,15,No,0
8557,50,M,HR,3,3.5,2.7,4.7,60,Yes,1
8558,25,M,IT,8,4.7,4.3,3.9,55,Yes,0
8559,55,M,Sales,3,1.0,2.8,4.4,26,No,1
8560,23,F,Finance,8,3.6,1.6,2.4,32,No,0
8561,46,F,Marketing,8,1.3,1.5,2.5,57,Yes,1
8562,44,F,HR,2,3.3,2.9,2.9,90,Yes,0
8563,24,M,Finance,9,2.9,2.9,2.2,90,Yes,1
8564,23,F,Marketing,8,4.1,3.0,5.0,23,Yes,1
8565,49,F,IT,9,3.5,1.3,4.4,99,No,1
8566,38,F,HR,9,3.2,3.9,4.0,48,Yes,1
8567,35,M,Sales,2,4.5,4.3,2.9,31,Yes,0
8568,24,F,Sales,7,4.4,1.7,3.7,46,No,0
8569,50,M,Marketing,8,2.4,3.3,4.5,51,Yes,1
8570,61,M,HR,7,2.7,2.2,1.6,35,No,1
8571,55,M,IT,4,2.6,3.0,4.7,93,No,1
8572,50,M,IT,3,2.9,2.7,2.5,53,No,1
8573,49,F,IT,8,3.0,3.1,2.7,47,No,0
8574,25,F,HR,2,4.1,1.0,3.7,96,Yes,0
8575,21,M,Sales,4,2.7,4.1,1.3,35,Yes,0
8576,29,M,IT,5,4.4,1.5,2.0,12,No,0
8577,30,M,Finance,3,2.2,1.7,1.1,46,No,0
8578,19,M,HR,3,3.5,3.3,1.9,4,Yes,0
8579,23,M,HR,3,2.0,4.1,1.4,58,No,1
8580,39,F,Sales,9,2.7,2.9,3.9,50,No,1
8581,49,F,Marketing,3,2.8,3.3,3.8,31,Yes,1
8582,64,F,Sales,5,4.6,1.1,4.2,23,Yes,1
8583,54,F,HR,1,1.2,3.8,5.0,36,No,0
8584,64,F,HR,2,2.4,3.5,2.2,48,No,1
8585,49,F,HR,6,3.1,1.6,2.6,19,Yes,0
8586,30,F,Sales,4,3.4,2.5,2.2,3,Yes,1
8587,27,M,Sales,8,2.8,3.1,4.8,49,Yes,1
8588,52,F,IT,9,3.2,1.1,2.2,1,Yes,1
8589,57,M,Finance,8,1.1,3.7,4.6,37,Yes,0
8590,39,M,Finance,1,2.9,4.9,3.9,4,No,0
8591,61,F,Sales,3,2.2,3.6,4.0,72,Yes,1
8592,22,F,Marketing,3,4.9,4.9,3.8,13,No,1
8593,63,M,Marketing,6,3.2,1.1,2.6,97,Yes,0
8594,38,M,HR,8,3.3,3.9,2.7,34,Yes,0
8595,42,M,Marketing,9,2.6,2.2,4.8,60,No,1
8596,50,M,Marketing,6,2.2,4.8,1.8,75,Yes,1
8597,43,F,Finance,6,4.8,2.8,2.4,2,No,1
8598,41,F,IT,7,3.6,1.4,3.3,25,No,0
8599,64,F,Sales,6,4.2,1.7,3.5,61,No,1
8600,57,M,HR,7,4.6,4.6,3.5,93,Yes,1
8601,43,F,IT,6,2.1,3.6,2.8,41,No,0
8602,50,F,Marketing,3,1.2,1.1,1.4,79,Yes,0
8603,45,F,IT,8,1.6,2.5,2.8,51,Yes,1
8604,45,M,Finance,2,2.5,2.9,2.5,74,Yes,1
8605,35,M,IT,9,1.2,4.4,1.8,12,No,0
8606,46,M,Marketing,9,2.0,3.6,2.5,29,Yes,1
8607,41,M,HR,1,1.9,3.8,4.2,82,Yes,1
8608,61,F,Finance,5,2.5,4.9,1.5,2,No,0
8609,40,M,Finance,1,3.7,2.8,1.7,56,No,0
8610,47,M,Marketing,5,3.0,4.1,3.3,90,No,1
8611,61,F,Finance,9,1.6,1.3,3.1,70,No,0
8612,55,F,Marketing,6,4.4,3.8,1.7,5,No,0
8613,22,F,Marketing,7,4.5,1.4,3.6,47,Yes,0
8614,29,F,Finance,7,3.2,2.8,1.5,27,Yes,1
8615,22,M,Finance,1,4.8,3.9,4.6,32,Yes,1
8616,27,F,Sales,3,2.7,3.3,3.6,42,No,0
8617,22,M,Marketing,5,3.3,2.5,1.0,46,No,1
8618,27,M,Sales,5,4.4,4.3,2.3,55,No,1
8619,42,F,IT,6,2.7,1.4,2.4,12,No,1
8620,45,F,HR,7,2.9,4.4,3.1,21,Yes,0
8621,41,M,IT,7,1.7,4.7,3.8,27,Yes,0
8622,29,F,HR,9,2.0,2.3,3.1,64,Yes,1
8623,41,F,IT,5,2.9,2.4,3.7,14,Yes,1
8624,26,F,Finance,7,2.0,2.8,4.8,9,No,1
8625,32,M,Marketing,4,1.9,2.2,3.1,82,Yes,1
8626,63,M,Sales,4,3.9,3.8,2.7,17,Yes,0
8627,43,M,IT,8,4.1,4.3,1.9,68,No,1
8628,20,M,Finance,8,2.6,3.7,1.3,61,No,0
8629,54,F,Sales,2,3.2,3.0,3.1,11,Yes,0
8630,60,M,HR,6,2.1,1.5,1.9,34,Yes,0
8631,33,M,Marketing,6,4.7,3.9,2.4,70,Yes,0
8632,55,M,Sales,7,4.0,3.3,4.0,9,No,1
8633,40,M,IT,8,3.8,2.3,4.3,96,No,0
8634,52,F,IT,4,1.8,4.1,3.2,89,No,1
8635,31,F,Sales,9,2.6,2.2,2.5,2,Yes,1
8636,31,F,HR,8,2.0,3.1,1.8,14,No,1
8637,18,F,HR,2,1.5,3.3,1.5,89,Yes,1
8638,52,F,Marketing,6,4.8,3.3,3.3,25,Yes,1
8639,35,F,HR,4,1.6,1.7,1.4,22,Yes,0
8640,52,F,Marketing,6,1.3,1.4,1.1,65,Yes,0
8641,18,F,Marketing,6,4.6,4.6,1.8,41,Yes,0
8642,56,M,Sales,8,3.3,2.6,3.2,23,No,0
8643,61,M,Sales,3,4.4,1.8,1.9,64,Yes,0
8644,46,F,Finance,1,1.3,3.8,1.3,91,No,0
8645,39,F,Sales,8,3.9,1.9,1.4,47,Yes,0
8646,47,F,HR,6,3.2,4.5,3.7,16,Yes,0
8647,62,M,Marketing,6,1.1,3.8,1.5,18,Yes,1
8648,31,F,Marketing,3,2.5,2.3,4.7,99,No,1
8649,24,F,Marketing,8,1.9,3.3,3.3,25,Yes,1
8650,20,F,HR,4,2.3,1.0,1.0,53,No,0
8651,58,F,Marketing,6,5.0,4.8,1.5,61,Yes,1
8652,30,F,HR,6,3.8,3.7,3.5,75,No,1
8653,42,M,Marketing,2,2.5,1.6,3.5,34,Yes,0
8654,33,F,Finance,6,1.6,5.0,3.2,38,Yes,1
8655,35,F,IT,2,3.1,3.9,1.4,24,Yes,0
8656,62,M,Marketing,9,4.3,2.9,4.3,96,Yes,0
8657,19,M,Marketing,4,3.9,1.6,3.9,12,No,0
8658,25,M,Marketing,1,3.2,3.3,2.5,67,No,0
8659,46,F,Finance,7,4.7,1.3,2.9,84,Yes,0
8660,63,M,IT,8,1.6,4.8,2.8,44,No,0
8661,43,M,Sales,8,4.8,2.9,2.2,81,Yes,0
8662,24,M,IT,2,4.4,3.6,3.8,18,Yes,1
8663,18,F,HR,8,4.7,4.5,4.3,87,Yes,0
8664,18,M,Sales,5,4.4,2.8,1.8,19,Yes,0
8665,50,M,Finance,2,4.3,1.7,1.1,71,Yes,1
8666,32,M,HR,7,2.8,2.3,4.9,75,Yes,1
8667,34,M,Marketing,5,1.0,1.0,4.6,69,No,0
8668,41,F,IT,7,2.4,3.3,1.0,49,Yes,0
8669,45,M,Marketing,9,2.6,1.1,3.3,49,Yes,0
8670,55,M,Sales,1,2.9,3.8,4.2,52,Yes,0
8671,31,M,Sales,5,4.8,3.1,3.1,52,Yes,1
8672,35,F,IT,4,4.5,2.5,1.1,92,Yes,0
8673,42,F,Sales,5,4.8,1.1,1.7,96,No,0
8674,64,F,Sales,8,2.5,4.6,2.6,29,No,1
8675,39,M,IT,5,4.0,1.6,4.1,16,Yes,1
8676,61,F,Finance,9,3.8,4.9,1.2,13,No,0
8677,57,F,HR,8,2.1,2.6,4.7,1,Yes,1
8678,42,F,IT,3,4.6,1.7,1.0,92,Yes,1
8679,56,F,Marketing,5,2.1,3.9,1.6,16,No,0
8680,38,M,Finance,9,4.9,1.4,2.1,80,No,1
8681,36,F,Finance,1,4.3,2.2,1.5,26,Yes,0
8682,21,M,IT,3,4.3,1.5,4.2,9,Yes,0
8683,49,F,IT,3,2.1,4.8,1.1,14,Yes,0
8684,63,F,Marketing,5,4.8,1.8,2.5,70,Yes,0
8685,45,F,IT,8,1.6,4.1,2.9,91,No,0
8686,64,M,IT,8,2.8,4.3,4.5,52,Yes,0
8687,37,F,Marketing,1,1.6,2.1,1.6,36,No,0
8688,23,F,HR,6,3.8,4.7,2.4,97,No,0
8689,40,F,Sales,7,2.9,4.3,4.4,92,No,0
8690,62,F,IT,4,3.5,2.0,1.9,56,No,1
8691,29,M,IT,7,1.9,3.3,4.3,80,No,1
8692,55,M,HR,7,3.3,1.8,3.2,16,No,0
8693,55,M,Sales,8,2.8,1.6,4.2,36,Yes,0
8694,27,M,Sales,4,4.4,1.5,3.6,8,No,0
8695,22,F,Finance,5,4.0,4.2,2.1,41,Yes,0
8696,41,F,Sales,5,3.8,4.8,3.7,15,No,0
8697,51,F,HR,9,4.3,4.5,4.0,82,Yes,1
8698,48,F,IT,4,1.9,4.4,4.8,13,Yes,1
8699,49,F,Marketing,1,3.7,2.4,4.5,60,No,0
8700,39,M,HR,9,1.5,1.4,3.0,77,Yes,1
8701,41,F,Finance,3,3.1,3.0,4.3,12,No,0
8702,27,M,IT,6,1.6,1.1,4.5,13,No,1
8703,41,M,Finance,4,4.4,2.9,1.9,29,No,0
8704,50,M,Marketing,3,4.8,4.7,4.9,36,Yes,1
8705,19,F,Marketing,2,2.2,2.8,3.1,73,Yes,1
8706,30,F,IT,9,1.1,1.7,2.2,96,Yes,0
8707,57,M,Sales,4,3.0,4.8,3.3,37,Yes,0
8708,59,F,Marketing,6,2.7,4.7,4.3,17,Yes,0
8709,39,M,HR,6,2.0,3.8,4.4,90,Yes,1
8710,58,M,Finance,3,2.6,1.4,4.9,52,No,1
8711,55,M,IT,6,2.7,4.6,1.0,46,No,1
8712,43,F,HR,5,1.6,1.7,1.4,12,No,1
8713,56,M,Finance,9,2.9,2.9,3.0,64,No,0
8714,45,M,IT,4,4.3,4.6,4.9,64,No,1
8715,45,F,Marketing,1,3.6,4.1,1.4,4,Yes,1
8716,59,F,Finance,4,1.8,1.0,1.4,92,Yes,1
8717,55,M,IT,7,2.5,1.1,3.1,28,Yes,0
8718,56,M,HR,2,4.7,3.3,1.4,58,No,1
8719,39,M,Marketing,3,1.1,2.3,2.5,28,No,1
8720,57,F,Marketing,1,1.0,4.2,4.6,89,No,1
8721,19,M,Finance,8,1.4,1.2,4.0,81,Yes,0
8722,56,M,Finance,9,1.8,3.5,3.7,69,Yes,1
8723,43,F,Marketing,7,2.4,4.2,3.4,48,Yes,1
8724,57,M,Marketing,5,4.3,4.0,1.8,22,No,1
8725,26,F,Marketing,2,4.5,4.6,1.2,79,Yes,1
8726,58,M,HR,9,4.4,1.8,3.3,48,No,1
8727,64,M,Sales,6,2.0,2.4,1.4,87,Yes,0
8728,59,F,HR,5,1.6,3.7,2.1,34,Yes,0
8729,52,M,Finance,4,1.9,2.6,4.6,14,No,0
8730,49,F,Finance,1,4.6,3.9,1.7,43,No,0
8731,53,F,HR,2,4.7,4.0,3.2,27,Yes,0
8732,52,F,Finance,2,3.4,3.3,3.1,47,Yes,1
8733,53,M,Sales,9,1.4,4.5,4.5,4,Yes,1
8734,26,F,Sales,8,3.5,4.0,1.8,44,Yes,1
8735,50,M,Finance,3,3.6,4.0,1.5,38,No,0
8736,57,M,IT,4,1.5,1.8,4.1,76,No,0
8737,21,M,Marketing,6,2.7,3.6,4.2,60,No,1
8738,29,F,Sales,6,2.0,4.8,3.2,21,Yes,1
8739,34,M,Sales,6,4.7,2.7,3.6,28,Yes,1
8740,39,M,Finance,6,1.7,4.3,4.0,17,No,0
8741,20,M,Finance,1,2.0,2.6,3.5,39,No,0
8742,31,F,Finance,7,2.4,1.3,3.7,34,Yes,1
8743,30,F,Finance,1,3.5,3.2,3.3,84,Yes,0
8744,49,F,Sales,6,4.7,2.1,1.7,56,Yes,1
8745,33,M,Marketing,5,4.3,4.2,4.2,66,Yes,1
8746,60,M,Sales,8,2.2,2.2,3.5,15,No,0
8747,58,F,HR,2,3.1,4.8,3.8,80,No,0
8748,57,F,Finance,5,4.1,3.2,4.4,17,No,0
8749,60,F,Finance,3,3.2,3.9,4.8,20,No,0
8750,63,F,HR,5,4.2,4.1,2.1,98,No,1
8751,25,M,HR,5,4.8,1.6,1.0,63,No,0
8752,52,F,HR,2,2.6,1.4,3.7,5,Yes,0
8753,32,F,Marketing,7,3.9,2.7,4.2,29,Yes,1
